date,price,volume
2023-09-16,1.6051340065508684,20811649.766210962
2023-09-17,1.617373593634879,17129403.285375044
2023-09-18,1.558292617324408,16308218.182675388
2023-09-19,1.5695614739856416,28914991.1685767
2023-09-20,1.6056763436997132,20929182.957767233
2023-09-21,1.6214929816813548,17447647.895354703
2023-09-22,1.6010877324101325,22934778.51671962
2023-09-23,1.6031886136555098,28167588.977906864
2023-09-24,1.5700383236873563,12668182.82428114
2023-09-25,1.54926538301798,10619495.684570588
2023-09-26,1.4839677207790718,18683084.063498873
2023-09-27,1.4871405077113966,14677079.6293351
2023-09-28,1.4823335683462546,13415218.947359625
2023-09-29,1.5213028555443873,15001500.700648952
2023-09-30,1.5382121596928375,10860500.028342277
2023-10-01,1.5346666889844227,9329281.208665896
2023-10-02,1.6953597242162168,26981961.42930864
2023-10-03,1.6971492182257357,46197750.00982087
2023-10-04,1.6655832437812588,30949592.539353475
2023-10-05,1.7294106760773205,25665621.398149606
2023-10-06,1.729045375192832,29369566.83025423
2023-10-07,1.8269582294115396,34173412.9832302
2023-10-08,1.8340619918142982,36069765.6072396
2023-10-09,1.8347908409626121,24697185.070844527
2023-10-10,1.764613920505615,38830083.45409967
2023-10-11,1.798583864349574,31020247.53417942
2023-10-12,1.7932513281215268,41248945.9529143
2023-10-13,1.7183448022852696,33007983.566335954
2023-10-14,1.74798875607549,26326611.80089361
2023-10-15,1.738021862598511,15023846.201722074
2023-10-16,1.7300519032197843,15732837.693983288
2023-10-17,1.8392804532723417,69784909.30166195
2023-10-18,1.8702187938167885,40024674.7777896
2023-10-19,1.935657871883832,35790141.78968319
2023-10-20,1.9273713465206632,35311320.46757938
2023-10-21,1.9636452121576964,30063176.86378458
2023-10-22,1.9777913458384027,33410222.634155795
2023-10-23,1.959799595680761,30208434.68223576
2023-10-24,2.0912476524524446,57740563.56361121
2023-10-25,2.038371680250539,62175967.10952602
2023-10-26,2.0746519349591046,51803807.62542307
2023-10-27,2.1565254571236907,58716117.43029369
2023-10-28,2.26468505207946,65446447.74746471
2023-10-29,2.3986775452873412,84556205.52545252
2023-10-30,2.551106623806669,94085352.27735773
2023-10-31,2.4819113926894785,93780747.19677062
2023-11-01,2.3678531997145917,100323678.60154964
2023-11-02,2.407606556421013,92107053.56203654
2023-11-03,2.2372905392475704,79922301.31108597
2023-11-04,2.279274424070956,64347646.80380003
2023-11-05,2.333338912682136,42300279.72571558
2023-11-06,2.3728221265515406,54770486.85841353
2023-11-07,2.464268812034787,76690376.48299557
2023-11-08,2.3407586738107855,63429710.301401
2023-11-09,2.336211274237448,49542765.5579571
2023-11-10,2.286113240666358,121761804.23868395
2023-11-11,2.4114510371434488,71294725.98542427
2023-11-12,2.488454172669877,119431006.06906706
2023-11-13,2.405477478263045,76776002.6856778
2023-11-14,2.315860218744062,94684212.6486417
2023-11-15,2.251593081053739,80439949.64423724
2023-11-16,2.8364404981569145,260875181.77234814
2023-11-17,3.0205933513853913,266208615.41470835
2023-11-18,3.0408649848505465,183536756.10255042
2023-11-19,3.3869213603952035,257419692.24399877
2023-11-20,3.376295904095407,170403196.45536533
2023-11-21,3.3990214699261267,184105009.51843607
2023-11-22,3.085925787410547,196940452.23841652
2023-11-23,3.3528347985460187,146408059.0827836
2023-11-24,3.205987617407536,74909810.87298185
2023-11-25,3.3896854484921604,116484084.83104984
2023-11-26,3.459545619529365,71646193.2989211
2023-11-27,3.316343608671042,69033790.88147643
2023-11-28,3.17430440949666,78077150.40620647
2023-11-29,3.30384387785564,96600425.06300655
2023-11-30,3.235496171452753,77088392.77708456
2023-12-01,3.4269482439058385,106603410.40044309
2023-12-02,3.5462316590096106,79722889.04943547
2023-12-03,3.638540450879748,72479417.47432563
2023-12-04,3.864910086321301,118811272.92860608
2023-12-05,3.7305515442951016,208431784.847768
2023-12-06,3.682542804521469,114930365.94501597
2023-12-07,3.637896011516013,151582400.16708085
2023-12-08,3.640535631508219,101783798.36185546
2023-12-09,3.8869980936050634,137928102.62595677
2023-12-10,3.7111711056963412,114603543.60991415
2023-12-11,3.7894732228027275,81152426.49217579
2023-12-12,3.9265950414594095,203170116.54265743
2023-12-13,4.181857003285077,247957715.32125172
2023-12-14,4.1338300261948815,200940765.66913497
2023-12-15,4.598755785341436,270926529.0042215
2023-12-16,4.35165096032577,153384969.95177492
2023-12-17,4.396485859392805,130399757.52113119
2023-12-18,4.200955230705034,92601546.67581218
2023-12-19,4.4163932826418515,139180312.16796798
2023-12-20,4.183861215293251,115242968.25920829
2023-12-21,4.466470225584508,130091256.02370372
2023-12-22,4.301968963009993,119163258.25807276
2023-12-23,4.473603781223505,128993528.0475205
2023-12-24,4.7906533865226875,184660074.30430642
2023-12-25,4.609823166944852,130047079.12565234
2023-12-26,4.633442168419983,91505157.14674315
2023-12-27,5.172708221689212,295405633.2596847
2023-12-28,4.981448742523579,185871314.72585508
2023-12-29,4.561564555002714,152896037.0566377
2023-12-30,4.607543980499496,135294444.63991264
2023-12-31,4.554695073399842,73825097.03372018
2024-01-01,4.4681655397794895,73962282.18353193
2024-01-02,4.750013406657092,94339813.2485807
2024-01-03,4.663013584525548,125854529.68511753
2024-01-04,4.412440003367231,184661062.108352
2024-01-05,4.39680139857411,110797595.6371436
2024-01-06,3.9928403900134906,161262369.88081896
2024-01-07,3.790122564306951,94246744.92176919
2024-01-08,3.6132282211203557,78287067.40490521
2024-01-09,4.057163566726955,199094356.54100806
2024-01-10,3.8717978839655682,157785037.71591792
2024-01-11,4.229821200424128,163663074.9022278
2024-01-12,4.077233889381531,144721748.71658406
2024-01-13,3.8316972204438464,120406655.47636849
2024-01-14,3.88817143352152,52192287.25755923
2024-01-15,3.7734265072657083,58762447.78179451
2024-01-16,3.763984803124007,54168375.00560214
2024-01-17,3.967742493120474,92859866.05420549
2024-01-18,4.1924634610162075,181226075.02447942
2024-01-19,4.288921034902934,164110851.74720252
2024-01-20,4.120951847140293,181528505.98740822
2024-01-21,3.990415125724879,64522778.26726729
2024-01-22,3.9778687330165283,49673785.705062844
2024-01-23,3.7409398176301973,75997085.03627677
2024-01-24,3.7432486146776482,110403691.65199865
2024-01-25,3.8503469110333683,72198930.48184945
2024-01-26,3.7110552711838536,67238935.92852888
2024-01-27,3.911794914199801,76299767.31270026
2024-01-28,4.080492645585203,57826624.11626319
2024-01-29,3.9731809353414844,98384649.95231324
2024-01-30,4.285624315654819,107226789.56827298
2024-01-31,4.601388532265439,230219929.89974943
2024-02-01,4.326197295152511,177189224.47744697
2024-02-02,4.600919137895008,178517194.41278183
2024-02-03,4.592203677391561,103448404.9621424
2024-02-04,4.723002906726796,140369464.30675143
2024-02-05,4.651011548863545,136109132.092055
2024-02-06,4.4074829035799015,142414351.99260873
2024-02-07,4.283701353669937,78521056.36810887
2024-02-08,4.46462681356583,74448336.0901242
2024-02-09,4.437780671113859,69287365.44247149
2024-02-10,4.720113575871345,98897869.72274816
2024-02-11,4.656214060173213,80043955.80149548
2024-02-12,4.628501532329054,60978687.234034225
2024-02-13,4.7927700778984805,82750626.51859409
2024-02-14,4.90235414938993,207351712.71538427
2024-02-15,5.003906700737892,142221647.5952413
2024-02-16,5.3200132992701334,208098582.84465343
2024-02-17,5.3001871784449195,274545018.0012427
2024-02-18,5.694448144377847,197369861.8845085
2024-02-19,5.824673896136483,193914268.04076394
2024-02-20,6.348441059550308,287175551.65017647
2024-02-21,6.478214801755646,252060799.8563178
2024-02-22,6.953083371333232,347747827.3162029
2024-02-23,7.4094530091527755,505277740.2375832
2024-02-24,7.391258243373251,432017017.6839999
2024-02-25,7.213869894251406,269901029.2260715
2024-02-26,7.207665091163301,228134008.28276777
2024-02-27,7.5895471866471755,245573655.64396518
2024-02-28,7.201811803852959,210250400.84267282
2024-02-29,8.010176159397172,473200461.18436575
2024-03-01,7.4797647628467745,327756707.0030041
2024-03-02,7.894814176946869,366595718.2287748
2024-03-03,7.65039303781819,212186813.4230709
2024-03-04,7.5659532891446215,260353596.53724292
2024-03-05,7.41447652023045,255091704.19157654
2024-03-06,6.924462158803966,390682215.95933944
2024-03-07,9.31330350611191,902256233.6842935
2024-03-08,10.026177979053614,836001414.1528599
2024-03-09,10.513927040408005,616632296.8852649
2024-03-10,12.299431950866907,843514798.9676553
2024-03-11,11.340336714705847,466218404.2433215
2024-03-12,11.486717792490847,611314918.2365212
2024-03-13,11.410705225348298,482252695.1420001
2024-03-14,11.368892416364066,335294938.2037123
2024-03-15,11.84333317645822,481621521.0307635
2024-03-16,11.085024975189734,563299745.2001736
2024-03-17,10.250110118535908,482582268.3517326
2024-03-18,13.165775276330384,1130245034.3524354
2024-03-19,11.692882377197678,781738867.5363141
2024-03-20,10.712984348911522,728447040.4205959
2024-03-21,11.707333357638191,705332567.3318691
2024-03-22,10.788237472212517,423920672.8154742
2024-03-23,10.625107209460248,350469440.38823146
2024-03-24,10.686000439291131,186258369.42285764
2024-03-25,10.91866142833412,161483426.98604444
2024-03-26,11.027102715228166,277310413.34684306
2024-03-27,11.131946118108004,297394600.8670674
2024-03-28,11.299231439220655,471039558.4619946
2024-03-29,11.158325180209227,293922167.12358123
2024-03-30,10.961577299227592,193834147.5613488
2024-03-31,10.74180648326301,158809187.05429578
2024-04-01,10.647802571214003,174888977.05947998
2024-04-02,10.081040297664623,246729638.8714573
2024-04-03,9.463764756149311,271359585.16314054
2024-04-04,9.400800830969345,216877346.4629426
2024-04-05,9.620378532984994,176075685.5384481
2024-04-06,9.248442791659297,168988972.60269928
2024-04-07,9.553595213920438,111165614.75598697
2024-04-08,9.752991881535099,102404666.27882197
2024-04-09,10.32398266033531,151222582.9236392
2024-04-10,9.413710400261582,174370372.75423214
2024-04-11,9.211743933768483,138612207.0065852
2024-04-12,9.037296767175981,140774301.388885
2024-04-13,8.237935163834337,374968344.3060393
2024-04-14,7.558185403716909,444684725.83723646
2024-04-15,8.97844722875331,410129336.8407029
2024-04-16,8.297546852324453,404310423.558666
2024-04-17,8.268520643818146,278631206.79931825
2024-04-18,7.6629984440343,252640676.3601543
2024-04-19,7.904108762858869,159265165.97644198
2024-04-20,7.963917025123755,250585982.2477013
2024-04-21,8.928926343037462,148118413.60825345
2024-04-22,9.086684137425301,147071754.9318371
2024-04-23,9.278616700153538,181137335.8741578
2024-04-24,8.998346316999186,187026669.50366917
2024-04-25,8.480820176029255,202663172.71330288
2024-04-26,8.62677828320233,152055118.09332058
2024-04-27,8.126119350479119,117426575.793102
2024-04-28,8.102401547938458,108228529.2597484
2024-04-29,7.9385024620905424,94813758.80407211
2024-04-30,7.888134639936608,118031265.85327266
2024-05-01,7.3530496344401,161410570.11894655
2024-05-02,7.668441852655315,226312070.4329878
2024-05-03,7.836839395498113,143349732.0583373
2024-05-04,8.233097510590706,145030535.4859723
2024-05-05,8.93838707453328,167835555.80647403
2024-05-06,9.858770980415176,329408204.21472377
2024-05-07,9.934180605211399,380040898.8400057
2024-05-08,10.363600728118298,503549005.6842689
2024-05-09,9.902351749820344,408043302.2028627
2024-05-10,10.840737925632775,615195171.7263181
2024-05-11,10.967661001434708,535646732.49687505
2024-05-12,10.934402005452498,253849796.80770546
2024-05-13,10.819580364824867,172729185.19370106
2024-05-14,11.240533575866763,472108851.8364346
2024-05-15,10.0459047331487,441637313.41909707
2024-05-16,10.636963561079888,489451512.19250584
2024-05-17,10.06090828607451,301498578.71333295
2024-05-18,10.103050776760629,219526509.17156252
2024-05-19,10.338426422427483,152446379.9300172
2024-05-20,10.04137127597568,225245382.0604725
2024-05-21,10.868673145000587,309661292.13376945
2024-05-22,11.192550464453774,332631476.9791913
2024-05-23,10.659220960499225,574189539.8539892
2024-05-24,10.236140546509406,431778982.19941884
2024-05-25,10.108076011330837,184644716.33264044
2024-05-26,10.070961147112985,129699003.38743784
2024-05-27,9.978792136806252,111203672.29892208
2024-05-28,10.146188111889895,172257643.55342102
2024-05-29,10.215601037297398,183787824.94345784
2024-05-30,10.279610616113784,297045925.5270269
2024-05-31,10.027753426058318,216167941.64766303
2024-06-01,10.138006759864782,177496906.5860348
2024-06-02,10.037034346494844,73925238.33182208
2024-06-03,9.907430868388923,98006127.6989448
2024-06-04,10.004923425594617,118966995.69811082
2024-06-05,10.339758455478988,187500617.49321017
2024-06-06,10.74127900267605,173519697.12061012
2024-06-07,10.386329164817381,147193482.3655586
2024-06-08,9.590483026654596,270254631.5264948
2024-06-09,9.149066833577269,147647431.38696286
2024-06-10,9.198263182275076,91481772.87759164
2024-06-11,8.641323707122227,192296898.05834237
2024-06-12,8.18621044685291,210882057.18893182
2024-06-13,9.263169105549512,318332333.82588965
2024-06-14,8.293112121589768,190496710.7279227
2024-06-15,7.955665494921252,180147238.65497983
2024-06-16,7.931145686743864,76721654.95543392
2024-06-17,8.382207310021645,96253419.4906658
2024-06-18,7.710420805378083,208115936.5746592
2024-06-19,7.393248057106731,295972074.3531491
2024-06-20,7.695295069133284,198530697.52691776
2024-06-21,7.550426799495435,220539140.0697292
2024-06-22,7.479571863024835,139989319.81100067
2024-06-23,7.347488693253088,95748679.83019663
2024-06-24,7.002100686206146,92285418.1201342
2024-06-25,7.5456986001332735,231162619.38457605
2024-06-26,7.663788939773507,150810454.16769373
2024-06-27,7.439540036598974,122099186.83698557
2024-06-28,7.72128164741069,138443596.40926403
2024-06-29,7.3553045393838765,111596994.48264161
2024-06-30,7.154069560566676,55603985.22126269
2024-07-01,7.662384674526245,98228263.88619581
2024-07-02,7.523920334208186,125031119.52347247
2024-07-03,7.643063983000652,103725365.7200101
2024-07-04,7.048678511345406,142513272.56509212
2024-07-05,6.58581898091511,212378545.2227845
2024-07-06,6.383834113341997,329184735.7784469
2024-07-07,7.00886033748604,135502986.42164895
2024-07-08,6.342316195363705,116892577.17335266
2024-07-09,6.363086777305531,181211972.6556746
2024-07-10,6.4628677806938395,128006509.99747604
2024-07-11,6.496774992056821,177242820.4461092
2024-07-12,6.013747580661156,204413394.97104672
2024-07-13,6.111889328651497,199669649.3139699
2024-07-14,6.025639643498195,96621355.86752038
2024-07-15,6.201651762039228,123587400.43452974
2024-07-16,6.745776759972798,342473587.5533215
2024-07-17,6.598025935236969,280586169.1001256
2024-07-18,6.719741178278137,224588029.91783002
2024-07-19,6.438852082411548,179715384.63722908
2024-07-20,6.654969518064555,108355594.6021928
2024-07-21,6.996758848748867,98345969.86730923
2024-07-22,7.170456389511847,127222774.8846971
2024-07-23,6.611526865588115,38307659.86206158
2024-07-24,6.500183712250983,31716407.405792102
2024-07-25,6.230032074625122,23686585.04102899
2024-07-26,6.151026086272804,31928785.69934512
2024-07-27,6.790778219362015,112990264.89707123
2024-07-28,6.504123385677651,87033286.62648517
2024-07-29,6.272841208225196,52403106.25047658
2024-07-30,6.171290707733965,72803262.85076217
2024-07-31,6.018259280296266,63805585.320064634
2024-08-01,5.759027073546526,79776247.74775942
2024-08-02,5.637821555830412,153689053.51415363
2024-08-03,4.933482517783817,107171709.79342619
2024-08-04,4.942622748083226,129959167.91386381
2024-08-05,4.542570244420254,114217732.47267157
2024-08-06,4.152049006453142,333341546.8558512
2024-08-07,4.6608261579900905,177170537.26519722
2024-08-08,4.37438680385971,141263969.66069755
2024-08-09,5.042087447309424,156099062.87513068
2024-08-10,4.857095967003095,110134260.23969686
2024-08-11,4.897513428920073,57883356.296598814
2024-08-12,4.489538541965915,86824791.78712921
2024-08-13,4.708064837731713,86200962.50441758
2024-08-14,4.832144262126734,79795739.92283352
2024-08-15,4.70503883317973,87575705.29751723
2024-08-16,4.549371997738767,82777925.55007872
2024-08-17,4.4864706836145585,67757944.85125308
2024-08-18,4.519941758037309,48421309.01905459
2024-08-19,4.489092099324193,56448244.79411181
2024-08-20,4.5946032023593455,67383378.28902647
2024-08-21,4.497218288408293,78675029.63811092
2024-08-22,4.786301053119601,69519574.05227003
2024-08-23,5.045869391050009,104916982.134546
2024-08-24,5.590796478328794,150491821.92199418
2024-08-25,6.183703210149497,181403521.46962067
2024-08-26,6.336427520485652,189055065.3640862
2024-08-27,6.15722121276256,163993910.55214882
2024-08-28,5.724067317776992,231519039.09416822
2024-08-29,5.545179662215089,242108065.51203656
2024-08-30,5.236351124131431,172624007.87485388
2024-08-31,5.2541780298578225,117556791.29069425
2024-09-01,5.0026842019410545,69048985.79966316
2024-09-02,4.84825236366648,113933891.27770329
2024-09-03,5.087794326809908,114795218.85889655
2024-09-04,4.711783601528878,89314564.3826517
2024-09-05,4.9211084918527686,107370874.07751276
2024-09-06,4.680119785550038,93249406.84908931
2024-09-07,4.679547979407662,129234425.48929557
2024-09-08,4.720004029601893,83881609.85426863
2024-09-09,4.866551518836977,89505014.32063079
2024-09-10,5.162043945172925,160049561.1568403
2024-09-11,5.265022712666369,144827857.637349
2024-09-12,5.093343739625133,146710463.45026726
2024-09-13,5.242080442545622,119443214.59562577
2024-09-14,5.236802852315782,126624043.38165666
